"","Age","NumbLines","CustTime","MthIncome","BillAmount","TimeCurAdrr","Region","CableTV","AutDebt","Churn"
"1952",51,2,34.65,33396,1494.45,5.244,"C","YES","YES","NO"
"1953",36,1,16.8,6024,216,4.048,"A","YES","YES","NO"
"1954",56,1,45.15,19404,1281.15,6.072,"B","YES","NO","NO"
"1955",51,4,19.95,19128,2373.3,3.864,"A","YES","NO","YES"
"1956",35,2,24.15,9144,1227.15,9.2,"A","NO","YES","NO"
"1957",41,1,14.7,6492,788.4,7.176,"A","NO","NO","NO"
"1958",35,3,16.8,6888,121.5,3.22,"A","NO","NO","NO"
"1959",58,1,32.55,11592,896.4,5.52,"C","YES","YES","NO"
"1960",39,1,28.35,7572,900.45,3.772,"A","YES","NO","NO"
"1961",31,2,18.9,5904,1842.75,1.656,"D","YES","NO","YES"
"1962",34,1,15.75,7992,1742.85,4.048,"C","YES","NO","YES"
"1963",43,1,18.9,7512,463.05,6.256,"D","YES","NO","NO"
"1964",32,1,16.8,6468,990.9,5.612,"A","YES","YES","NO"
"1965",43,3,12.6,6396,951.75,7.636,"B","YES","NO","YES"
"1966",29,1,14.7,6888,692.55,8.372,"A","YES","YES","YES"
"1967",31,4,15.75,12204,843.75,1.38,"A","NO","YES","YES"
"1968",35,3,24.15,14172,1066.5,6.9,"B","YES","NO","NO"
"1969",41,1,25.2,6912,785.7,2.392,"B","YES","YES","NO"
"1970",47,1,17.85,7572,1228.5,3.68,"D","YES","NO","NO"
"1971",40,1,31.5,11256,2315.25,6.164,"C","YES","YES","NO"
"1972",40,2,21,11544,479.25,4.048,"B","YES","NO","NO"
"1973",37,4,18.9,14676,5834.7,4.232,"A","YES","YES","YES"
"1974",32,3,16.8,6900,521.1,3.128,"A","YES","YES","NO"
"1975",49,2,31.5,10092,930.15,3.864,"B","NO","YES","NO"
"1976",33,1,22.05,8784,1274.4,5.796,"C","YES","NO","NO"
"1977",34,1,14.7,5988,695.25,3.68,"C","YES","YES","NO"
"1978",29,5,12.6,6708,697.95,6.164,"A","YES","NO","YES"
"1979",39,3,24.15,11892,2018.25,3.128,"A","NO","YES","NO"
"1980",34,1,14.7,5712,712.8,6.348,"C","YES","NO","YES"
"1981",42,1,19.95,5964,433.35,4.048,"C","NO","NO","NO"
"1982",46,2,24.15,8028,1200.15,7.268,"C","YES","NO","NO"
"1983",51,3,35.7,26028,2250.45,5.796,"A","YES","NO","NO"
"1984",49,2,33.6,24228,1707.75,5.244,"D","YES","YES","NO"
"1985",27,4,13.65,7032,460.35,6.9,"C","YES","YES","NO"
"1986",31,1,21,8160,1244.7,4.324,"A","YES","YES","NO"
"1987",40,3,17.85,6000,712.8,3.404,"B","YES","YES","NO"
"1988",31,1,21,7380,1452.6,2.944,"D","YES","NO","YES"
"1989",40,2,28.35,17448,1591.65,2.944,"A","NO","NO","NO"
"1990",36,1,23.1,5700,310.5,3.68,"C","YES","NO","NO"
"1991",39,1,30.45,7596,1277.1,5.612,"C","YES","NO","NO"
"1992",45,1,21,8712,741.15,4.6,"A","YES","NO","NO"
"1993",40,3,22.05,7680,450.9,1.84,"C","YES","NO","NO"
"1994",40,2,26.25,8220,545.4,7.544,"A","YES","NO","NO"
"1995",34,2,16.8,6420,502.2,4.876,"B","YES","YES","NO"
"1996",36,2,26.25,13344,542.7,5.612,"D","YES","NO","NO"
"1997",30,2,22.05,7176,479.25,3.68,"C","NO","YES","NO"
"1998",47,1,40.95,12732,264.6,4.784,"A","YES","YES","NO"
"1999",39,1,32.55,8772,220.05,6.348,"A","NO","YES","NO"
"2000",43,1,29.4,8808,1075.95,5.428,"D","NO","YES","NO"
